Labeling proteomics;sample_id;drug;susceptibility_logAUC
91;2017105;Temsirolimus;0.895833333
91;2017105;Bosutinib;0.634615385
91;2017105;Panobinostat;0.839285714
91;2017105;Trametinib;1
91;2017105;Ruxolitinib;1
91;2017105;Dinaciclib;0.894230769
91;2017105;A1331852;0.375
91;2017105;S-63845;0.8625
91;2017105;Nelarabine;0.672897196
91;2017105;Native Asparaginase;0.604651163
19;2017038;Idarubicin;0.783783784
19;2017038;Dasatinib;1
19;2017038;Ponatinib;0.770642202
19;2017038;Venetoclax;1
19;2017038;Navitoclax;0.837837838
19;2017038;Doxorubicin;0.785714286
19;2017038;Birinapant;1
19;2017038;Bortezomib;1
19;2017038;CB-103;1
19;2017038;Dexamethasone;1
19;2017038;Cytarabine;1
19;2017038;Etoposide;1
19;2017038;Methotrexate;1
19;2017038;Selinexor;1
19;2017038;Vincristine;1
19;2017038;Nilotinib;1
19;2017038;Temsirolimus;0.666666667
19;2017038;Bosutinib;1
19;2017038;Panobinostat;0.883928571
19;2017038;Trametinib;0.639175258
19;2017038;Ruxolitinib;1
19;2017038;Dinaciclib;0.884615385
19;2017038;A1331852;1
19;2017038;S-63845;0.875
19;2017038;Nelarabine;1
19;2017038;Native Asparaginase;1
1;2017075;Idarubicin;0.535135135
1;2017075;Dasatinib;1
1;2017075;Ponatinib;0.660550459
1;2017075;Venetoclax;0.72173913
1;2017075;Navitoclax;0.684684685
1;2017075;Doxorubicin;0.080357143
1;2017075;Birinapant;1
1;2017075;Bortezomib;0.692982456
1;2017075;CB-103;0.135135135
1;2017075;Dexamethasone;0.575221239
1;2017075;Cytarabine;0.232142857
1;2017075;Etoposide;0.223300971
1;2017075;Methotrexate;0.072916667
1;2017075;Selinexor;0.330357143
1;2017075;Vincristine;0.396396396
1;2017075;Nilotinib;1
1;2017075;Temsirolimus;0.583333333
1;2017075;Bosutinib;1
1;2017075;Panobinostat;0.607142857
1;2017075;Trametinib;0.350515464
1;2017075;Ruxolitinib;1
1;2017075;Dinaciclib;0.740384615
1;2017075;A1331852;1
1;2017075;S-63845;0.5125
1;2017075;Nelarabine;1
1;2017075;Native Asparaginase;0.441860465
2;2017047;Idarubicin;0.437837838
2;2017047;Dasatinib;1
2;2017047;Ponatinib;0.651376147
2;2017047;Venetoclax;0.713043478
2;2017047;Navitoclax;0.675675676
2;2017047;Doxorubicin;0.339285714
2;2017047;Birinapant;0.467889908
2;2017047;Bortezomib;0.578947368
2;2017047;CB-103;0.189189189
2;2017047;Dexamethasone;1
2;2017047;Cytarabine;0.080357143
2;2017047;Etoposide;0.165048544
2;2017047;Methotrexate;0.020833333
2;2017047;Selinexor;0.642857143
2;2017047;Vincristine;0.477477477
2;2017047;Nilotinib;1
2;2017047;Temsirolimus;0.510416667
2;2017047;Bosutinib;1
2;2017047;Panobinostat;0.482142857
2;2017047;Trametinib;0.360824742
2;2017047;Ruxolitinib;1
2;2017047;Dinaciclib;0.528846154
2;2017047;A1331852;1
2;2017047;S-63845;0.45
2;2017047;Nelarabine;1
2;2017047;Native Asparaginase;0.430232558
103;2017108;Idarubicin;0.632432432
103;2017108;Dasatinib;0.069565217
103;2017108;Ponatinib;0.330275229
103;2017108;Venetoclax;0.739130435
103;2017108;Navitoclax;0.711711712
103;2017108;Doxorubicin;0.669642857
103;2017108;Birinapant;1
103;2017108;Bortezomib;0.614035088
103;2017108;CB-103;1
103;2017108;Dexamethasone;1
103;2017108;Cytarabine;0.526785714
103;2017108;Etoposide;0.912621359
103;2017108;Methotrexate;1
103;2017108;Selinexor;0.339285714
103;2017108;Vincristine;1
103;2017108;Nilotinib;1
103;2017108;Temsirolimus;0.8125
103;2017108;Bosutinib;0.432692308
103;2017108;Panobinostat;0.598214286
103;2017108;Trametinib;1
103;2017108;Ruxolitinib;1
103;2017108;Dinaciclib;0.798076923
103;2017108;A1331852;1
103;2017108;S-63845;0.5875
103;2017108;Nelarabine;1
103;2017108;Native Asparaginase;1
36;2017079;Idarubicin;0.313513514
36;2017079;Dasatinib;0.052173913
36;2017079;Ponatinib;0.04587156
36;2017079;Venetoclax;0.643478261
36;2017079;Navitoclax;0.648648649
36;2017079;Doxorubicin;0.107142857
36;2017079;Birinapant;0.146788991
36;2017079;Bortezomib;0.49122807
36;2017079;CB-103;1
36;2017079;Dexamethasone;1
36;2017079;Cytarabine;0.214285714
36;2017079;Etoposide;0.106796117
36;2017079;Methotrexate;1
36;2017079;Selinexor;0.383928571
36;2017079;Vincristine;0.207207207
36;2017079;Nilotinib;0.049019608
36;2017079;Temsirolimus;0.135416667
36;2017079;Bosutinib;0.048076923
36;2017079;Panobinostat;0.383928571
36;2017079;Trametinib;1
36;2017079;Ruxolitinib;0.091836735
36;2017079;Dinaciclib;0.442307692
36;2017079;A1331852;0.65625
36;2017079;S-63845;0.7875
36;2017079;Nelarabine;1
36;2017079;Native Asparaginase;0.244186047
45;2017097;Idarubicin;1
45;2017097;Dasatinib;0.217391304
45;2017097;Ponatinib;1
45;2017097;Venetoclax;1
45;2017097;Navitoclax;1
45;2017097;Doxorubicin;0.732142857
45;2017097;Birinapant;1
45;2017097;Bortezomib;1
45;2017097;CB-103;1
45;2017097;Dexamethasone;0.646017699
45;2017097;Cytarabine;1
45;2017097;Etoposide;1
45;2017097;Methotrexate;1
45;2017097;Selinexor;1
45;2017097;Vincristine;1
45;2017097;Nilotinib;1
45;2017097;Temsirolimus;0.864583333
45;2017097;Bosutinib;1
45;2017097;Panobinostat;1
45;2017097;Trametinib;1
45;2017097;Ruxolitinib;1
45;2017097;Dinaciclib;1
45;2017097;A1331852;1
45;2017097;S-63845;1
45;2017097;Nelarabine;1
45;2017097;Native Asparaginase;1
105;2019026;Idarubicin;0.605405405
105;2019026;Dasatinib;1
105;2019026;Ponatinib;0.302752294
105;2019026;Venetoclax;0.086956522
105;2019026;Navitoclax;0.162162162
105;2019026;Doxorubicin;0.714285714
105;2019026;Birinapant;0.47706422
105;2019026;Bortezomib;0.210526316
105;2019026;CB-103;1
105;2019026;Dexamethasone;1
105;2019026;Cytarabine;0.625
105;2019026;Etoposide;0.669902913
105;2019026;Methotrexate;1
105;2019026;Selinexor;0.410714286
105;2019026;Vincristine;0.576576577
105;2019026;Nilotinib;1
105;2019026;Temsirolimus;0.270833333
105;2019026;Bosutinib;0.663461538
105;2019026;Panobinostat;0.401785714
105;2019026;Trametinib;1
105;2019026;Ruxolitinib;1
105;2019026;Dinaciclib;0.625
105;2019026;A1331852;0.427083333
105;2019026;S-63845;0.1
105;2019026;Nelarabine;0.448598131
105;2019026;Native Asparaginase;0.046511628
71;2019027;Idarubicin;1
71;2019027;Dasatinib;1
71;2019027;Ponatinib;1
71;2019027;Venetoclax;1
71;2019027;Navitoclax;0.90990991
71;2019027;Doxorubicin;0.741071429
71;2019027;Birinapant;1
71;2019027;Bortezomib;1
71;2019027;CB-103;1
71;2019027;Dexamethasone;0.637168142
71;2019027;Cytarabine;1
71;2019027;Etoposide;0.932038835
71;2019027;Methotrexate;0.114583333
71;2019027;Selinexor;0.946428571
71;2019027;Vincristine;1
71;2019027;Nilotinib;1
71;2019027;Temsirolimus;0.09375
71;2019027;Bosutinib;0.673076923
71;2019027;Panobinostat;1
71;2019027;Trametinib;1
71;2019027;Ruxolitinib;0.163265306
71;2019027;Dinaciclib;1
71;2019027;A1331852;0.802083333
71;2019027;S-63845;0.925
71;2019027;Nelarabine;0.439252336
71;2019027;Native Asparaginase;1
83;2018063;Idarubicin;0.832432432
83;2018063;Dasatinib;1
83;2018063;Ponatinib;1
83;2018063;Venetoclax;1
83;2018063;Navitoclax;1
83;2018063;Doxorubicin;0.133928571
83;2018063;Birinapant;1
83;2018063;Bortezomib;1
83;2018063;CB-103;1
83;2018063;Dexamethasone;1
83;2018063;Cytarabine;0.9375
83;2018063;Etoposide;1
83;2018063;Methotrexate;0.166666667
83;2018063;Selinexor;0.875
83;2018063;Vincristine;1
83;2018063;Nilotinib;1
83;2018063;Temsirolimus;0.53125
83;2018063;Bosutinib;1
83;2018063;Panobinostat;1
83;2018063;Trametinib;1
83;2018063;Ruxolitinib;1
83;2018063;Dinaciclib;0.875
83;2018063;A1331852;1
83;2018063;S-63845;0.85
83;2018063;Nelarabine;0.504672897
83;2018063;Native Asparaginase;0.558139535
107;2018030;Idarubicin;0.864864865
107;2018030;Dasatinib;1
107;2018030;Ponatinib;1
107;2018030;Venetoclax;0.913043478
107;2018030;Navitoclax;0.774774775
107;2018030;Doxorubicin;0.428571429
107;2018030;Birinapant;1
107;2018030;Bortezomib;1
107;2018030;CB-103;1
107;2018030;Dexamethasone;0.716814159
107;2018030;Cytarabine;0.830357143
107;2018030;Etoposide;0.747572816
107;2018030;Methotrexate;1
107;2018030;Selinexor;0.678571429
107;2018030;Vincristine;0.72972973
107;2018030;Nilotinib;1
107;2018030;Temsirolimus;0.458333333
107;2018030;Bosutinib;0.740384615
107;2018030;Panobinostat;1
107;2018030;Trametinib;0.371134021
107;2018030;Ruxolitinib;1
107;2018030;Dinaciclib;0.817307692
107;2018030;A1331852;0.541666667
107;2018030;S-63845;0.9125
107;2018030;Nelarabine;0.261682243
107;2018030;Native Asparaginase;0.593023256
17;2017092;Idarubicin;1
17;2017092;Dasatinib;1
17;2017092;Ponatinib;1
17;2017092;Venetoclax;0.608695652
17;2017092;Navitoclax;0.918918919
17;2017092;Doxorubicin;0.821428571
17;2017092;Birinapant;0.660550459
17;2017092;Bortezomib;1
17;2017092;CB-103;1
17;2017092;Dexamethasone;0.725663717
17;2017092;Cytarabine;0.848214286
17;2017092;Etoposide;0.660194175
17;2017092;Methotrexate;0.125
17;2017092;Selinexor;0.857142857
17;2017092;Vincristine;0.81981982
17;2017092;Nilotinib;1
17;2017092;Temsirolimus;0.927083333
17;2017092;Bosutinib;0.730769231
17;2017092;Panobinostat;0.901785714
17;2017092;Trametinib;0.824742268
17;2017092;Ruxolitinib;1
17;2017092;Dinaciclib;0.846153846
17;2017092;A1331852;0.875
17;2017092;S-63845;0.8375
17;2017092;Nelarabine;0.794392523
17;2017092;Native Asparaginase;0.523255814
14;2000371;Idarubicin;0.194594595
14;2000371;Dasatinib;0.4
14;2000371;Ponatinib;0.743119266
14;2000371;Venetoclax;0.626086957
14;2000371;Navitoclax;0.234234234
14;2000371;Doxorubicin;0.625
14;2000371;Birinapant;1
14;2000371;Bortezomib;0.5
14;2000371;CB-103;1
14;2000371;Dexamethasone;0.097345133
14;2000371;Cytarabine;0.366071429
14;2000371;Etoposide;0.233009709
14;2000371;Methotrexate;1
14;2000371;Selinexor;0.267857143
14;2000371;Vincristine;0.783783784
14;2000371;Nilotinib;1
14;2000371;Temsirolimus;0.697916667
14;2000371;Bosutinib;0.413461538
14;2000371;Panobinostat;0.419642857
14;2000371;Trametinib;0.195876289
14;2000371;Ruxolitinib;1
14;2000371;Dinaciclib;0.567307692
14;2000371;A1331852;0.09375
14;2000371;S-63845;0.4125
14;2000371;Nelarabine;0.121495327
14;2000371;Native Asparaginase;0.11627907
113;2020050;Idarubicin;0.464864865
113;2020050;Dasatinib;0.365217391
113;2020050;Ponatinib;0.412844037
113;2020050;Venetoclax;0.365217391
113;2020050;Navitoclax;0.414414414
113;2020050;Doxorubicin;0.910714286
113;2020050;Birinapant;0.633027523
113;2020050;Bortezomib;0.710526316
113;2020050;CB-103;0.162162162
113;2020050;Dexamethasone;0.672566372
113;2020050;Cytarabine;0.258928571
113;2020050;Etoposide;0.155339806
113;2020050;Methotrexate;0.104166667
113;2020050;Selinexor;0.125
113;2020050;Vincristine;0.414414414
113;2020050;Nilotinib;0.117647059
113;2020050;Temsirolimus;0.354166667
113;2020050;Bosutinib;0.278846154
113;2020050;Panobinostat;0.678571429
113;2020050;Trametinib;0.257731959
113;2020050;Ruxolitinib;1
113;2020050;Dinaciclib;0.701923077
113;2020050;A1331852;0.1875
113;2020050;S-63845;0.3875
113;2020050;Nelarabine;0.037383178
113;2020050;Native Asparaginase;0.093023256
10;2017098;Idarubicin;0.837837838
10;2017098;Dasatinib;0.486956522
10;2017098;Ponatinib;0.486238532
10;2017098;Venetoclax;0.669565217
10;2017098;Navitoclax;0.630630631
10;2017098;Doxorubicin;0.401785714
10;2017098;Birinapant;0.19266055
10;2017098;Bortezomib;0.263157895
10;2017098;CB-103;0.364864865
10;2017098;Dexamethasone;0.407079646
10;2017098;Cytarabine;0.330357143
10;2017098;Etoposide;0.446601942
10;2017098;Methotrexate;1
10;2017098;Selinexor;0.044642857
10;2017098;Vincristine;0.459459459
10;2017098;Nilotinib;0.31372549
10;2017098;Temsirolimus;0.28125
10;2017098;Bosutinib;0.182692308
10;2017098;Panobinostat;0.544642857
10;2017098;Trametinib;0.319587629
10;2017098;Ruxolitinib;1
10;2017098;Dinaciclib;0.548076923
10;2017098;A1331852;0.885416667
10;2017098;S-63845;0.8
10;2017098;Nelarabine;0.495327103
10;2017098;Native Asparaginase;0.302325581
111;2021111;Venetoclax;0.495652174
111;2021111;Bortezomib;0.166666667
111;2021111;Birinapant;0.04587156
111;2021111;Carfilzomib;0.548387097
111;2021111;Cytarabine;0.053571429
111;2021111;Dexamethasone;0.840707965
111;2021111;Dinaciclib;0.076923077
111;2021111;Doxorubicin;0.125
111;2021111;Etoposide;0.077669903
111;2021111;Gemcitabine;0.032258065
111;2021111;Mitoxantrone;0.064516129
111;2021111;Panobinostat;0.276785714
111;2021111;Selinexor;0.133928571
111;2021111;Sunitinib;0.266666667
111;2021111;Torin-1;0.545454545
111;2021111;Vincristine;0.009009009
111;2021111;Docetaxel;0.055555556
111;2021111;Homoharringtonine;0.307692308
111;2021111;Topotecan;0.074074074
111;2021111;Trametinib;0.226804124
111;2021111;Decitabine;0.208333333
111;2021111;Entospletinib;0.3
111;2021111;Ponatinib;0.009174312
111;2021111;Clofarabine;0.16
111;2021111;Fedratinib;0.12
111;2021111;A-1210477;0.090909091
111;2021111;Ibrutinib;0.153846154
111;2021111;Barasertib;0.114285714
111;2021111;Methotrexate;0.1875
111;2021111;Nelarabine;1
111;2021111;Carmustine;1
111;2021111;Entinostat;0.740740741
111;2021111;Selumetinib;1
111;2021111;Azacitidine;0.869565217
111;2021111;Temsirolimus;1
111;2021111;Cyclosporin;0.833333333
111;2021111;Alvocidib;0.681818182
111;2021111;Nilotinib;0.058823529
111;2021111;Imatinib;0.322580645
111;2021111;Sorafenib;0.233333333
111;2021111;Fludarabine;0.5
111;2021111;Amsacrine;0.227272727
111;2021111;Dovitinib;0.8
111;2021111;Ipatasertib;1
111;2021111;Ixazomib;0.545454545
111;2021111;Crenolanib;0.391304348
111;2021111;Ribociclib;0.363636364
111;2021111;Busulfan;1
111;2021111;Melphalan;0.434782609
111;2021111;Obatoclax;0.583333333
111;2021111;Thioguanine;0.272727273
111;2021111;Mercaptopurine;1
111;2021111;HSP-990;0.464285714
111;2021111;Quizartinib;1
111;2021111;THZ1;0.136363636
111;2021111;Buparlisib;0.428571429
111;2021111;Delanzomib;0.357142857
111;2021111;Moxidectin;0.142857143
111;2021111;Givinostat;0.5
111;2021111;BI-2536;0.076923077
111;2021111;Eltanexor;0.32
111;2021111;AT9283;0.25
111;2021111;Mitomycin;0.285714286
111;2021111;Adavosertib;0.285714286
111;2021111;Cabozantinib;0.416666667
111;2021111;Mocetinostat;0.833333333
111;2021111;Birabresib;0.75
111;2021111;Palbociclib;0.166666667
111;2021111;AZD8055;0.428571429
111;2021111;AZD7762;0.333333333
111;2021111;RG2833;0.5
111;2021111;Tirbanibulin;0.083333333
111;2021111;Ivermectin;0.2
111;2021111;MK-2206;0.6
111;2021111;AS-1842856;0.090909091
111;2021111;Zelavespib;0.181818182
111;2021111;Mirdametinib;0.6
111;2021111;RAF-265;0.2
111;2021111;BSK805;0.363636364
111;2021111;Torkinib;0.454545455
111;2021111;Apabetalone;0.2
111;2021111;Nutlin-3;0.2
111;2021111;Linifanib;1
111;2021111;Nexturastat A;0.9
111;2021111;Luminespib;0.19047619
111;2021111;Olaparib;0.5
111;2021111;Thiotepa;1
111;2021111;JQ1;0.857142857
111;2021111;Onalespib;0.75
111;2021111;KW-2478;0.75
111;2021111;Prednisolone;1
111;2021111;Necrostatin 1;1
111;2021111;Daunorubicin;0.222222222
111;2021111;Axitinib;0.5
111;2021111;Infigratinib;0.2
111;2021111;6H05;1
111;2021111;Erdafitinib;0.5
111;2021111;ONC201;0.25
111;2021111;Regorafenib;1
111;2021111;XAV-939;0.666666667
111;2021111;BX-795;0.857142857
111;2021111;YM155;0.333333333
111;2021111;DAPT;0.666666667
111;2021111;LCL161;0.666666667
111;2021111;BHG712;1
111;2021111;Idelalisib;1
111;2021111;Tofacitinib;1
111;2021111;Gilteritinib;0.5
111;2021111;Saracitinib;0.666666667
111;2021111;Verdinexor;1
111;2021111;Lenalidomide;0.5
111;2021111;Volasertib;0.5
111;2021111;Oxaliplatin;1
111;2021111;Carboplatin;1
111;2021111;Ivosidenib;1
111;2021111;Vorinostat;0.75
111;2021111;Cobimetinib;1
111;2021111;Cyclophosphamide;1
111;2021111;NVP-AEE788;1
111;2021111;Selisistat;1
111;2021111;Sonidegib;1
111;2021111;BI-D1870;1
111;2021111;Pimozide;1
111;2021111;Veliparib;1
111;2021111;Afatinib;1
111;2021111;Pazopanib HCl;1
111;2021111;Rapamycin;1
111;2021111;Elesclomol;1
111;2021111;SB216763;1
111;2021111;Vismodegib;1
111;2021111;Abexinostat;1
111;2021111;Linsitinib;1
111;2021111;KU-55933;1
111;2021111;Rucaparib;1
111;2021111;ZM-447439;0.666666667
111;2021111;GSK690693;1
111;2021111;Everolimus;1
111;2021111;Alisertib;1
111;2021111;Paclitaxel;1
111;2021111;Valproic acid sodium salt;1
111;2021111;Dacarbazine;1
111;2021111;Temozolomide;1
111;2021111;Vemurafenib;1
111;2021111;Ifosfamide;1
111;2021111;Resveratrol;1
111;2021111;VX-745;1
111;2021111;Pomalidomide;1
111;2021111;Lapatinib;1
111;2021111;PF-4708671;1
111;2021111;SGI-1776 free base;1
111;2021111;Irinotecan;1
111;2021111;Rabusertib;1
111;2021111;Omipalisib;1
111;2021111;Dibenzazepine;1
111;2021111;Tivantinib;0.5
111;2021111;GW842166X;1
111;2021111;Dabrafenib;1
111;2021111;Alpelisib;1
111;2021111;T0070907;1
111;2021111;IKK-16;1
111;2021111;PF-562271;1
111;2021111;PF-477736;1
111;2021111;IOX2;1
111;2021111;Vinorelbine Tartrate;1
111;2021111;Vinblastine sulfate;1
111;2021111;Tivantinib;1
111;2021111;Abemaciclib;1
111;2021111;GDC-0152;1
111;2021111;Duvelisib;1
111;2021111;AZ20;1
111;2021111;Ceritinib;1
111;2021111;IPA-3;1
111;2021111;PF-3758309;1
111;2021111;AZD1208;1
111;2021111;10058-F4;1
111;2021111;Glasdegib;1
111;2021111;Motolimod;1
111;2021111;Crenigacestat;1
111;2021111;Spebrutinib;1
111;2021111;RKI-1447;1
111;2021111;JIB-04;1
111;2021111;Uprosertib;1
111;2021111;Afuresertib;1
111;2021111;CPI-169;1
111;2021111;YK-4-279;1
111;2021111;GSK269962A HCl;1
111;2021111;AZD6738;1
111;2021111;Molibresib;1
111;2021111;Erlotinib;1
111;2021111;Pexidartinib;1
111;2021111;I-BRD9;1
111;2021111;Epacadostat;1
111;2021111;Larotrectinib;1
111;2021111;Entrectinib;1
111;2021111;BIX 01294;1
111;2021111;NSC 23766;1
111;2021111;BMS-345541;1
111;2021111;Acalabrutinib;1
111;2021111;Enasidenib;1
111;2021111;LY3023414;1
111;2021111;PRN1371;1
111;2021111;Repotrectinib;1
111;2021111;BAY 1895344;1
111;2021111;Ensartinib;1
111;2021111;Ralimetinib;1
111;2021111;Chloroquine Phosphate;1
111;2021111;NU7441;1
111;2021111;MK-8776;1
111;2021111;Tazemetostat;1
111;2021111;Brigatinib;1
111;2021111;ONC206;0.25
111;2021111;A-485;0.181818182
111;2021111;A1331852;0.510416667
111;2021111;Native Asparaginase;0.139534884
111;2021111;BAY61-3606;0.6
111;2021111;Dactolisib;0.5
111;2021111;BMS-509744;0.166666667
111;2021111;Bosutinib;0.028846154
111;2021111;Calicheamicin;0.5
111;2021111;CGP-60474;0.214285714
111;2021111;Idarubicin;0.07027027
111;2021111;Midostaurin;0.038461538
111;2021111;Momelotinib;0.285714286
111;2021111;Navitoclax;0.045045045
111;2021111;NVP-2;0.222222222
111;2021111;BVB808;0.157894737
111;2021111;Ruxolitinib;1
111;2021111;S-63845;0.4625
111;2021111;Trofosfamide;1
111;2021111;XL-228;0.090909091
111;2021111;Idasanutlin;0.086956522
111;2021111;AMG-47a;1
111;2021111;CB-103;0.067567568
111;2021111;Dasatinib;0.008695652
88;2018036;Venetoclax;0.017391304
88;2018036;Bortezomib;0.061403509
88;2018036;Birinapant;0.642201835
88;2018036;Carfilzomib;0.096774194
88;2018036;Cytarabine;0.196428571
88;2018036;Dasatinib;0.643478261
88;2018036;Dexamethasone;0.03539823
88;2018036;Dinaciclib;0.028846154
88;2018036;Doxorubicin;0.232142857
88;2018036;Etoposide;0.203883495
88;2018036;Gemcitabine;0.258064516
88;2018036;Idarubicin;0.075675676
88;2018036;JQ1;0.428571429
88;2018036;Mitoxantrone;0.161290323
88;2018036;Panobinostat;0.071428571
88;2018036;Ruxolitinib;0.132653061
88;2018036;Selinexor;0.321428571
88;2018036;Sunitinib;0.333333333
88;2018036;Torin-1;0.318181818
88;2018036;Vincristine;0.36036036
88;2018036;Trofosfamide;0.130434783
90;2018073;Venetoclax;0.808695652
90;2018073;Bortezomib;0.105263158
90;2018073;Carfilzomib;0.709677419
90;2018073;Birinapant;0.568807339
90;2018073;Cytarabine;0.473214286
90;2018073;Dasatinib;1
90;2018073;Dexamethasone;0.557522124
90;2018073;Dinaciclib;0.086538462
90;2018073;Doxorubicin;0.839285714
90;2018073;Etoposide;0.776699029
90;2018073;Gemcitabine;0.806451613
90;2018073;Idarubicin;0.637837838
90;2018073;JQ1;1
90;2018073;Mitoxantrone;0.612903226
90;2018073;Panobinostat;0.723214286
90;2018073;Sunitinib;0.866666667
90;2018073;Midostaurin;0.961538462
90;2018073;Homoharringtonine;0.461538462
90;2018073;Entinostat;0.962962963
90;2018073;Topotecan;0.962962963
90;2018073;Trametinib;1
90;2018073;HSP-990;0.75
90;2018073;Idarubicin;0.448648649
90;2018073;Ruxolitinib;0.030612245
90;2018073;Selinexor;0.098214286
90;2018073;Torin-1;0.181818182
90;2018073;Vincristine;0.324324324
90;2018073;Crenolanib;0.086956522
90;2018073;Onalespib;0.5
90;2018073;KW-2478;0.25
90;2018073;Luminespib;0.476190476
90;2018073;Zelavespib;0.454545455
90;2018073;Navitoclax;0.009009009
90;2018073;Melphalan;0.043478261
104;2019025;Idarubicin;0.318918919
104;2019025;Venetoclax;0.8
104;2019025;Bortezomib;0.096491228
104;2019025;Birinapant;0.431192661
104;2019025;Carfilzomib;0.451612903
104;2019025;Cytarabine;0.205357143
104;2019025;Dasatinib;0.408695652
104;2019025;Dexamethasone;0.690265487
104;2019025;Etoposide;0.466019417
104;2019025;Gemcitabine;0.193548387
104;2019025;JQ1;0.285714286
104;2019025;Mitoxantrone;0.225806452
104;2019025;Panobinostat;0.035714286
104;2019025;Selinexor;0.5
104;2019025;Vincristine;0.054054054
65;2020012;Torin-1;0.272727273
65;2020012;Idarubicin;0.378378378
65;2020012;Bortezomib;0.122807018
65;2020012;Birinapant;0.027522936
65;2020012;Dexamethasone;0.460176991
65;2020012;Dinaciclib;0.355769231
65;2020012;Doxorubicin;0.919642857
65;2020012;Etoposide;0.650485437
65;2020012;Gemcitabine;1
65;2020012;Mitoxantrone;0.516129032
65;2020012;Panobinostat;0.526785714
65;2020012;Ruxolitinib;1
65;2020012;Selinexor;0.4375
65;2020012;Sunitinib;0.466666667
65;2020012;Vincristine;0.45045045
65;2020012;Native Asparaginase;0.5
65;2020012;Dasatinib;1
65;2020012;Midostaurin;0.730769231
65;2020012;Docetaxel;0.888888889
65;2020012;Venetoclax;0.043478261
65;2020012;Cytarabine;0.598214286
65;2020012;Carfilzomib;0.064516129
65;2020012;Navitoclax;0.891891892
65;2020012;BVB808;0.631578947
65;2020012;Barasertib;1
65;2020012;Idarubicin;0.491891892
65;2020012;Homoharringtonine;0.923076923
65;2020012;Calicheamicin;0.24
65;2020012;Topotecan;0.814814815
65;2020012;Trametinib;0.731958763
65;2020012;Idasanutlin;0.652173913
65;2020012;Decitabine;1
65;2020012;Ponatinib;0.71559633
65;2020012;Clofarabine;0.92
65;2020012;Fedratinib;0.96
65;2020012;A-1210477;1
65;2020012;Ibrutinib;0.5
65;2020012;Methotrexate;1
65;2020012;Nelarabine;1
65;2020012;Carmustine;1
65;2020012;Entinostat;0.666666667
65;2020012;Selumetinib;1
65;2020012;Azacitidine;0.652173913
65;2020012;Temsirolimus;1
65;2020012;Cyclosporin;0.611111111
65;2020012;Entospletinib;1
65;2020012;Imatinib;1
65;2020012;Idarubicin;0.454054054
65;2020012;Alvocidib;0.409090909
65;2020012;A1331852;0.322916667
65;2020012;Trofosfamide;1
65;2020012;Nilotinib;0.088235294
65;2020012;Bosutinib;0.692307692
65;2020012;Sorafenib;0.6
65;2020012;Fludarabine;0.529411765
65;2020012;Amsacrine;0.590909091
65;2020012;Dovitinib;0.9
65;2020012;Ipatasertib;0.227272727
65;2020012;Ixazomib;0.272727273
65;2020012;Crenolanib;0.47826087
65;2020012;Ribociclib;0.454545455
65;2020012;Busulfan;1
65;2020012;Melphalan;0.782608696
65;2020012;Obatoclax;0.75
65;2020012;Thioguanine;1
65;2020012;Mercaptopurine;1
65;2020012;HSP-990;0.285714286
65;2020012;Quizartinib;1
65;2020012;THZ1;0.545454545
4;2020013;Torin-1;0.454545455
4;2020013;Idarubicin;0.52972973
4;2020013;Bortezomib;0.245614035
4;2020013;Birinapant;0.211009174
4;2020013;Dexamethasone;0.17699115
4;2020013;Dinaciclib;0.403846154
4;2020013;Doxorubicin;0.794642857
4;2020013;Etoposide;0.708737864
4;2020013;Gemcitabine;0.387096774
4;2020013;Mitoxantrone;0.903225806
4;2020013;Panobinostat;0.366071429
4;2020013;Ruxolitinib;0.071428571
4;2020013;Selinexor;0.080357143
4;2020013;Sunitinib;0.566666667
4;2020013;Vincristine;0.279279279
4;2020013;Native Asparaginase;0.465116279
4;2020013;Dasatinib;0.182608696
4;2020013;Midostaurin;0.923076923
4;2020013;Docetaxel;0.611111111
4;2020013;Venetoclax;0.069565217
4;2020013;Cytarabine;0.392857143
4;2020013;Carfilzomib;0.580645161
4;2020013;Navitoclax;0.36036036
4;2020013;BVB808;0.736842105
4;2020013;Barasertib;0.542857143
4;2020013;Idarubicin;0.459459459
4;2020013;Homoharringtonine;0.961538462
4;2020013;Calicheamicin;0.36
4;2020013;Topotecan;0.518518519
4;2020013;Trametinib;0.855670103
4;2020013;Idasanutlin;0.304347826
4;2020013;Decitabine;0.708333333
4;2020013;Ponatinib;0.513761468
4;2020013;Clofarabine;0.4
4;2020013;Fedratinib;0.52
4;2020013;A-1210477;0.5
4;2020013;Ibrutinib;0.538461538
4;2020013;Methotrexate;1
4;2020013;Nelarabine;0.822429907
4;2020013;Carmustine;1
4;2020013;Entinostat;0.481481481
4;2020013;Selumetinib;1
4;2020013;Azacitidine;0.304347826
4;2020013;Temsirolimus;0.90625
4;2020013;Cyclosporin;0.777777778
4;2020013;Entospletinib;0.35
4;2020013;Imatinib;0.548387097
4;2020013;Idarubicin;0.481081081
4;2020013;Alvocidib;0.636363636
4;2020013;A1331852;0.59375
4;2020013;Trofosfamide;0.52173913
4;2020013;Nilotinib;0.196078431
4;2020013;Bosutinib;0.519230769
4;2020013;Sorafenib;0.433333333
4;2020013;Fludarabine;0.176470588
4;2020013;Amsacrine;0.636363636
4;2020013;Dovitinib;0.7
